 +4.65000000e-01 +2.13783298e-01 2.4417e-03 
 +4.70000000e-01 +2.18428048e-01 2.4720e-03 
 +4.75000000e-01 +2.23122618e-01 2.5024e-03 
 +4.80000000e-01 +2.27867004e-01 2.5330e-03 
 +4.85000000e-01 +2.32661200e-01 2.5638e-03 
 +4.90000000e-01 +2.37505202e-01 2.5948e-03 
 +4.95000000e-01 +2.42399005e-01 2.6260e-03 
 +5.00000000e-01 +2.47342606e-01 2.6574e-03 
 +5.05000000e-01 +2.52335997e-01 2.6890e-03 
 +5.10000000e-01 +2.57379176e-01 2.7208e-03 
 +5.15000000e-01 +2.62472136e-01 2.7529e-03 
 +5.20000000e-01 +2.67614873e-01 2.7851e-03 
 +5.25000000e-01 +2.72807380e-01 2.8176e-03 
 +5.30000000e-01 +2.78049654e-01 2.8503e-03 
 +5.35000000e-01 +2.83341688e-01 2.8833e-03 
 +5.40000000e-01 +2.88683477e-01 2.9165e-03 
 +5.45000000e-01 +2.94075015e-01 2.9500e-03 
 +5.50000000e-01 +2.99516296e-01 2.9837e-03 
 +5.55000000e-01 +3.05007315e-01 3.0177e-03 
 +5.60000000e-01 +3.10548065e-01 3.0519e-03 
 +5.65000000e-01 +3.16138541e-01 3.0865e-03 
 +5.70000000e-01 +3.21778736e-01 3.1213e-03 
 +5.75000000e-01 +3.27468644e-01 3.1564e-03 
 +5.80000000e-01 +3.33208258e-01 3.1917e-03 
 +5.85000000e-01 +3.38997572e-01 3.2274e-03 
 +5.90000000e-01 +3.44836579e-01 3.2634e-03 
 +5.95000000e-01 +3.50725272e-01 3.2997e-03 
 +6.00000000e-01 +3.56663645e-01 3.3364e-03 
 +6.05000000e-01 +3.62651689e-01 3.3733e-03 
 +6.10000000e-01 +3.68689399e-01 3.4106e-03 
 +6.15000000e-01 +3.74776766e-01 3.4482e-03 
 +6.20000000e-01 +3.80913784e-01 3.4862e-03 
 +6.25000000e-01 +3.87100443e-01 3.5246e-03 
 +6.30000000e-01 +3.93336738e-01 3.5633e-03 
 +6.35000000e-01 +3.99622659e-01 3.6023e-03 
 +6.40000000e-01 +4.05958198e-01 3.6418e-03 
 +6.45000000e-01 +4.12343348e-01 3.6817e-03 
 +6.50000000e-01 +4.18778099e-01 3.7219e-03 
 +6.55000000e-01 +4.25262443e-01 3.7626e-03 
 +6.60000000e-01 +4.31796371e-01 3.8036e-03 
 +6.65000000e-01 +4.38379875e-01 3.8451e-03 
 +6.70000000e-01 +4.45012945e-01 3.8871e-03 
 +6.75000000e-01 +4.51695572e-01 3.9294e-03 
 +6.80000000e-01 +4.58427745e-01 3.9723e-03 
 +6.85000000e-01 +4.65209456e-01 4.0155e-03 
 +6.90000000e-01 +4.72040695e-01 4.0593e-03 
 +6.95000000e-01 +4.78921451e-01 4.1035e-03 
 +7.00000000e-01 +4.85851714e-01 4.1483e-03 
 +7.05000000e-01 +4.92831474e-01 4.1935e-03 
 +7.10000000e-01 +4.99860719e-01 4.2393e-03 
 +7.15000000e-01 +5.06939438e-01 4.2856e-03 
 +7.20000000e-01 +5.14067621e-01 4.3324e-03 
 +7.25000000e-01 +5.21245256e-01 4.3797e-03 
 +7.30000000e-01 +5.28472331e-01 4.4277e-03 
 +7.35000000e-01 +5.35748834e-01 4.4762e-03 
 +7.40000000e-01 +5.43074753e-01 4.5252e-03 
 +7.45000000e-01 +5.50450075e-01 4.5749e-03 
 +7.50000000e-01 +5.57874788e-01 4.6252e-03 
 +7.55000000e-01 +5.65348878e-01 4.6761e-03 
 +7.60000000e-01 +5.72872332e-01 4.7277e-03 
 +7.65000000e-01 +5.80445137e-01 4.7799e-03 
 +7.70000000e-01 +5.88067278e-01 4.8327e-03 
 +7.75000000e-01 +5.95738742e-01 4.8863e-03 
 +7.80000000e-01 +6.03459513e-01 4.9405e-03 
 +7.85000000e-01 +6.11229577e-01 4.9954e-03 
 +7.90000000e-01 +6.19048919e-01 5.0511e-03 
 +7.95000000e-01 +6.26917522e-01 5.1075e-03 
 +8.00000000e-01 +6.34835372e-01 5.1646e-03 
 +8.05000000e-01 +6.42802452e-01 5.2225e-03 
 +8.10000000e-01 +6.50818745e-01 5.2813e-03 
 +8.15000000e-01 +6.58884234e-01 5.3408e-03 
 +8.20000000e-01 +6.66998902e-01 5.4011e-03 
 +8.25000000e-01 +6.75162731e-01 5.4623e-03 
 +8.30000000e-01 +6.83375703e-01 5.5243e-03 
 +8.35000000e-01 +6.91637798e-01 5.5872e-03 
 +8.40000000e-01 +6.99948999e-01 5.6510e-03 
 +8.45000000e-01 +7.08309285e-01 5.7157e-03 
 +8.50000000e-01 +7.16718637e-01 5.7814e-03 
 +8.55000000e-01 +7.25177034e-01 5.8480e-03 
 +8.60000000e-01 +7.33684455e-01 5.9155e-03 
 +8.65000000e-01 +7.42240878e-01 5.9841e-03 
 +8.70000000e-01 +7.50846283e-01 6.0537e-03 
 +8.75000000e-01 +7.59500645e-01 6.1244e-03 
 +8.80000000e-01 +7.68203943e-01 6.1961e-03 
 +8.85000000e-01 +7.76956153e-01 6.2688e-03 
 +8.90000000e-01 +7.85757250e-01 6.3427e-03 
